Eh	I	EH
et	Cc	ET
vous	Pp	VOUS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
qui	Pr	QUI
êtes	Vuc	ÊTRE
si	Rg	SI
haut	Ag	HAUT
montée	Nc	MONTÉE
,	Fw	,
faut-il	Vvc	faut-il
vous	Pp	VOUS
parler	Vvn	PARLER
avec	S	AVEC
franchise	Nc	FRANCHISE
?	Fs	?
Les	Da	LE
Nobles	Nc	NOBLE
véritables	Ag	VÉRITABLE
ne	Rp	NE
sont	Vuc	ÊTRE
jamais	Rg	JAMAIS
orgueilleux	Ag	ORGUEILLEUX
.	Fs	.
II	Nc	II
n'	Rp	NE
y	Pp	Y
a	Vuc	AVOIR
que	Rg	QUE
les	Da	LE
parvenus	Nc	PARVENU
ou	Cc	OU
les	Da	LE
roturiers	Nc	ROTURIER
,	Fw	,
qui	Pr	QUI
soient	Vuc	ÊTRE
...	Fs	...
.	Fs	.
Dieu	Nc	DIEU
me	Pp	JE
pardonne	Vvc	PARDONNER
!	Fs	!
J'	Pp	JE
allais	Vvc	ALLER
dire	Vvn	DIRE
une	Dn	UN
sottise	Nc	SOTTISE
,	Fw	,
et	Cc	ET
il	Pp	IL
vaut	Vvc	VALOIR
bien	Rg	BIEN
mieux	Rg	MIEUX
que	Cs	QUE
je	Pp	JE
m'	Pp	JE
en	Pp	EN
aille	Vvc	AILLER|ALLER
.	Fs	.
Elle	Pp	IL
sort	Vvc	SORTIR
.	Fs	.
Cette	Dd	CE
Belle	Nc	BEAU
,	Fw	,
une	Dn	UN
Lady	Nc	LADY
!	Fs	!
La	Da	LE
pauvre	Ag	PAUVRE
Hôtesse	Nc	Hôtesse
!	Fs	!
Comme	Cs	COMME
elle	Pp	IL
est	Vuc	ÊTRE
dupe	Ag	DUPE
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
Lady	Nc	LADY
comme	Cs	COMME
je	Pp	JE
danse	Vvc	DANSER
.	Fs	.
Avant	Rg	AVANT
de	S	DE
les	Pp	ILS
arrêter	Vvn	ARRÊTER
,	Fw	,
faites	Vvc	FAIRE
-leur	Nc	-leur
décliner	Vvn	DÉCLINER
leurs	Ds	LEUR
noms	Nc	NOM
et	Cc	ET
qualités	Nc	QUALITÉ
sur	S	SUR
l'	Da	LE
heure	Nc	HEURE|HURE
,	Fw	,
et	Cc	ET
commencez	Vvc	COMMENCER
par	S	PAR
le	Da	LE
plus	Rg	PLUS
coupable	Ag	COUPABLE
.	Fs	.
Eh	I	EH
quoi	Pt	QUE|QUOI
!	Fs	!
Madame	Nc	MADAME
la	Pp	IL
Présidente	Vvc	Présidente
!	Fs	!
Que	Pt	QUE
signifie	Vvc	SIGNIFIER
ce	Dd	CE
ton	Nc	TON
de	S	DE
menace	Nc	MENACE
?	Fs	?
En	S	EN
quoi	Pr	QUE|QUOI
avons-nous	Vvc	avons-nous
mérité	Ge	MÉRITER
?	Fs	?
...	Fs	...
Ce	Vvc	Ce
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
à	S	À
vous	Pp	VOUS
,	Fw	,
que	Cs	QUE
j'	Pp	JE
en	Pp	EN
jeux	Nc	JEU
,	Fw	,
Madame	Nc	MADAME
la	Pp	IL
Baronne	Vvc	BARONNER
,	Fw	,
ni	Cc	NI
à	S	À
ces	Dd	CE
Messieurs	Nc	MONSIEUR
,	Fw	,
que	Cs	QUE
je	Pp	JE
considère	Vvc	CONSIDÉRER
:	Fw	:
c'	Pd	CE
est	Vuc	ÊTRE
au	S+Da	À+LE
scélérat	Nc	SCÉLÉRAT
que	Pr	QUE
voici	I	VOICI
;	Fw	;
Montrant	Ga	MONTRER
le	Da	LE
Prince	Nc	PRINCE
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
le	Pp	IL
fasse	Vvc	FAIRE
pendre	Vvn	PENDRE
,	Fw	,
rouer	Vvn	ROUER
,	Fw	,
écarteler	Vvn	ÉCARTELER
,	Fw	,
brûler	Vvn	BRÛLER
vif	Ag	VIF
,	Fw	,
et	Cc	ET
que	Cs	QUE
je	Pp	JE
purge	Vvc	PURGER
la	Da	LE
société	Nc	SOCIÉTÉ
d'	S	DE
un	Dn	UN
monstre	Nc	MONSTRE
...	Fs	...
Doucement	Nc	Doucement
,	Fw	,
Madame	Nc	MADAME
la	Pp	IL
Présidente	Vvc	Présidente
!	Fs	!
Ne	Rp	NE
vous	Pp	VOUS
êtes	Vuc	ÊTRE
-vous	Ge	-vous
point	Rg	POINT
déjà	Rg	DÉJÀ
assez	Rg	ASSEZ
trompée	Ge	TROMPER
sur	S	SUR
mon	Ds	MON
compte	Nc	COMPTE
?	Fs	?
Voulez	Vvc	VOULOIR
-vous	Nc	-vous
encore	Rg	ENCORE
...	Fs	...
Je	Vvc	Je
veux	Vvc	VOULOIR
te	Pp	TU
punir	Vvn	PUNIR
,	Fw	,
perfide	Ag	PERFIDE
!	Fs	!
Je	Pp	JE
veux	Vvc	VOULOIR
te	Pp	TU
faire	Vvn	FAIRE
traiter	Vvn	TRAITER
comme	Cs	COMME
tu	Pp	TU
le	Pp	IL
mérites	Vvc	MÉRITER
.	Fs	.
Quand	Cs	QUAND
tu	Pp	TU
nous	Pp	NOUS
a	Vuc	AVOIR
dit	Ge	DIRE
tantôt	Rg	TANTÔT
que	Cs	QUE
tu	Pp	TU
étais	Vuc	ÊTRE
l'	Da	LE
Intendant	Nc	INTENDANT
d'	S	DE
une	Dn	UN
Dame	Nc	DAME
,	Fw	,
penses	Vvc	PENSER
-tu	Vvn	-tu
que	Cs	QUE
j'	Pp	JE
aie	Vuc	AVOIR
été	Ge	ÊTRE
ta	Ds	TON
dupe	Nc	DUPE
;	Fw	;
et	Cc	ET
lorsque	Cs	LORSQUE
d'abord	Nc	d'abord
j'	Pp	JE
ai	Vuc	AVOIR
dit	Ge	DIRE
qui	Pr	QUI
tu	Pp	TU
étais	Vuc	ÊTRE
en	S	EN
effet	Nc	EFFET
,	Fw	,
est	Vuc	ÊTRE
-ce	Vvc	-ce
alors	Rg	ALORS
que	Cs	QUE
je	Pp	JE
me	Pp	JE
fuis	Vvc	FUIR
trompée	Ge	TROMPER
?	Fs	?
S'	Pp	SE
il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
que	Cs	QUE
tu	Pp	TU
sois	Vuc	ÊTRE
un	Dn	UN
Intendant	Nc	INTENDANT
de	S	DE
Maison	Nc	MAISON
,	Fw	,
eh	I	EH
bien	Rg	BIEN
!	Fs	!
Dis-nous	Vvc	Dis-nous
d'abord	Nc	d'abord
le	Da	LE
nom	Nc	NOM
de	S	DE
ta	Ds	TON
maîtresse	Nc	MAÎTRE|MAÎTRESSE
,	Fw	,
le	Da	LE
nom	Nc	NOM
de	S	DE
son	Ds	SON
mari	Nc	MARI
,	Fw	,
son	Ds	SON
nom	Nc	NOM
de	S	DE
famille	Nc	FAMILLE
,	Fw	,
sa	Ds	SON
demeure	Nc	DEMEURE|DEMEURÉ
,	Fw	,
son	Ds	SON
âge	Nc	ÂGE
,	Fw	,
ses	Ds	SON
qualités	Nc	QUALITÉ
?	Fs	?
Voyez	Vvc	VOIR
-vous	Nc	-vous
comme	Cs	COMME
il	Pp	IL
se	Pp	IL
trouble	Vvc	TROUBLER
à	S	À
cette	Dd	CE
demande	Nc	DEMANDE|DEMANDÉ
!	Fs	!
Écrivez	Nc	Écrivez
,	Fw	,
Monsieur	Nc	MONSIEUR
le	Da	LE
Greffier	Nc	GREFFIER
.	Fs	.
Le	Da	LE
Greffier	Nc	GREFFIER
écrit	Ge	ÉCRIRE
.	Fs	.
Écrivez	Vvc	Écrivez
qu'	Cs	QUE
il	Pp	IL
s'	Pp	SE
est	Vuc	ÊTRE
troublé	Ge	TROUBLER
quand	Cs	QUAND
on	Pp	ON
a	Vuc	AVOIR
voulu	Ge	VOULOIR
savoir	Vvn	SAVOIR
de	S	DE
lui	Pp	IL
le	Da	LE
nom	Nc	NOM
de	S	DE
sa	Ds	SON
maîtresse	Nc	MAÎTRE|MAÎTRESSE
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
Tu	Pp	TU
ne	Rp	NE
peux	Vvc	POUVOIR
donc	Rg	DONC
pas	Rg	PAS
le	Pp	IL
dire	Vvn	DIRE
,	Fw	,
ce	Dd	CE
nom	Nc	NOM
qu'	Pr	QUE
on	Pp	ON
attend	Vvc	ATTENDRE
de	S	DE
toi	Pp	TU
?	Fs	?
Le	Da	LE
nom	Nc	NOM
de	S	DE
ma	Ds	MON
maîtresse	Nc	MAÎTRE|MAÎTRESSE
?	Fs	?
De	S	DE
celle	Pd	CELUI
,	Fw	,
qui	Pr	QUI
,	Fw	,
régnant	Ga	RÉGNER
sur	S	SUR
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
a	Vuc	AVOIR
le	Da	LE
droit	Nc	DROIT
de	S	DE
me	Pp	JE
tout	Pi	TOUT
commander	Vvn	COMMANDER
,	Fw	,
et	Cc	ET
d'	S	DE
espérer	Vvn	ESPÉRER
tout	Pi	TOUT
de	S	DE
mon	Ds	MON
obéissance	Nc	OBÉISSANCE
?	Fs	?
De	S	DE
celle	Pd	CELUI
enfin	Rg	ENFIN
,	Fw	,
dont	Pr	DONT
je	Pp	JE
suis	Vuc	ÊTRE
le	Da	LE
serviteur	Nc	SERVITEUR
le	Da	LE
plus	Rg	PLUS
soumis	Ge	SOUMETTRE
et	Cc	ET
le	Da	LE
plus	Rg	PLUS
fidèle	Ag	FIDÈLE
?	Fs	?
Voilà	Vvc	Voilà
bien	Rg	BIEN
de	S	DE
grands	Ag	GRAND
mots	Nc	MOT|MOTS
pour	S	POUR
peu	Rg	PEU
de	S	DE
chose	Nc	CHOSE
.	Fs	.
De	S	DE
celle	Pd	CELUI
que	Pr	QUE
tu	Pp	TU
sers	Vvc	SERVIR
en	S	EN
qualité	Nc	QUALITÉ
d'	S	DE
Intendant	Ga	Intendant
,	Fw	,
et	Cc	ET
dont	Pr	DONT
tu	Pp	TU
es	Vuc	ÊTRE
le	Da	LE
domestique	Nc	DOMESTIQUE
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
La	Da	LE
voilà	I	VOILÀ
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
la	Da	LE
voilà	S	VOILÀ
cette	Dd	CE
maîtresse	Nc	MAÎTRE|MAÎTRESSE
que	Pr	QUE
je	Pp	JE
sers	Vvc	SERVIR
:	Fw	:
cette	Dd	CE
souveraine	Nc	SOUVERAIN
dont	Pr	DONT
je	Pp	JE
suis	Vuc	ÊTRE
fier	Ag	FIER
d'	S	DE
être	Vun	ÊTRE
l'	Da	LE
esclave	Nc	ESCLAVE
.	Fs	.
Regardez	Vvc	REGARDER
-la	Vvc	-la
,	Fw	,
et	Cc	ET
jugez	Vvc	JUGER
si	Cs	SI
je	Pp	JE
pouvais	Vvc	POUVOIR
m'	Pp	JE
attacher	Vvn	ATTACHER
quelqu'autre	Pi	quelqu'autre
?	Fs	?
Et	Cc	ET
tu	Pp	TU
la	Pp	IL
nommes	Vvc	NOMMER
cette	Dd	CE
Dame	Nc	DAME
?	Fs	?
Cette	Dd	CE
souveraine	Nc	SOUVERAIN
?	Fs	?
Milady	Nc	MILADY
Semours	Nc	Semours
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Oh	I	OH
!	Fs	!
Pour	S	POUR
le	Da	LE
coup	Nc	COUP
voilà	S	VOILÀ
encore	Rg	ENCORE
un	Dn	UN
bon	Ag	BON
mensonge	Nc	MENSONGE
!	Fs	!
Écrivez	Vvc	Écrivez
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
vient	Vvc	VENIR
de	S	DE
dire	Vvn	DIRE
:	Fw	:
que	Cs	QUE
Milady	Nc	MILADY
Semours	Nc	Semours
était	Vuc	ÊTRE
fa	Nc	FA
maîtresse	Nc	MAÎTRE|MAÎTRESSE
,	Fw	,
et	Cc	ET
que	Cs	QUE
la	Da	LE
Belle	Nc	BEAU
ici	Rg	ICI
présente	Ag	PRÉSENT
,	Fw	,
est	Vuc	ÊTRE
Milady	Ge	Milady
Semours	Nc	Semours
.	Fs	.
Au	S+Da	À+LE
Prince	Nc	PRINCE
.	Fs	.
À	Vvc	À
toi	Pp	TU
maintenant	Rg	MAINTENANT
!	Fs	!
Auras	Vuc	AVOIR
-tu	Ge	-tu
bien	Rg	BIEN
la	Da	LE
complaisance	Nc	COMPLAISANCE
,	Fw	,
ou	Cc	OU
plutôt	Rg	PLUTÔT
l'	Da	LE
impudence	Nc	IMPUDENCE
,	Fw	,
de	S	DE
nous	Pp	NOUS
dire	Vvn	DIRE
comment	Rt	COMMENT
tu	Pp	TU
te	Pp	TU
nommes	Vvc	NOMMER
.	Fs	.
Je	Pp	JE
n'	Rp	NE
aurai	Vuc	AVOIR
ni	Cc	NI
l'	Da	LE
une	Pi	UN
ni	Cc	NI
l'	Da	LE
autre	Pi	AUTRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
je	Pp	JE
ne	Rp	NE
fais	Vvc	FAIRE
rien	Pi	RIEN
par	S	PAR
complaisance	Nc	COMPLAISANCE
,	Fw	,
et	Cc	ET
l'	Da	LE
impudence	Nc	IMPUDENCE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
mon	Ds	MON
défaut	Nc	DÉFAUT
.	Fs	.
Je	Pp	JE
ne	Rp	NE
vous	Pp	VOUS
dirai	Vvc	DIRE
point	Rg	POINT
comment	Rt	COMMENT
je	Pp	JE
me	Pp	JE
nomme	Vvc	NOMMER
.	Fs	.
Oh	I	OH
!	Fs	!
Je	Pp	JE
le	Pp	IL
crois	Vvc	CROIRE|CROÎTRE
:	Fw	:
quand	Cs	QUAND
on	Pp	ON
est	Vuc	ÊTRE
,	Fw	,
peut-être	Rg	PEUT-ÊTRE
,	Fw	,
le	Da	LE
parent	Nc	PARENT
de	S	DE
Cartouche	Nc	CARTOUCHE
...	Fs	...
Et	Vvc	Et
puis	Vvc	POUVOIR
,	Fw	,
que	Cs	QUE
vous	Pp	VOUS
importe	Vvc	IMPORTER
de	S	DE
savoir	Vvn	SAVOIR
comment	Rt	COMMENT
un	Dn	UN
pauvre	Ag	PAUVRE
intendant	Nc	INTENDANT
se	Pp	IL
nomme	Vvc	NOMMER
?	Fs	?
Voyez	Vvc	VOIR
-vous	Nc	-vous
comme	Cs	COMME
il	Pp	IL
revient	Vvc	REVENIR
toujours	Rg	TOUJOURS
à	S	À
cette	Dd	CE
qualité	Nc	QUALITÉ
supposée	Ge	SUPPOSER
d'	S	DE
Intendant	Ga	Intendant
?	Fs	?
Vous	Pp	VOUS
seriez	Vuc	ÊTRE
trop	Rg	TROP
heureux	Ag	HEUREUX
,	Fw	,
Monsieur	Nc	MONSIEUR
le	Da	LE
Capitaine	Nc	CAPITAINE
,	Fw	,
d'	S	DE
être	Vun	ÊTRE
un	Dn	UN
intendant	Nc	INTENDANT
honnête	Ag	HONNÊTE
;	Fw	;
mais	Cc	MAIS
c'	Pd	CE
est	Vuc	ÊTRE
en	S	EN
vain	Ag	VAIN
que	Cs	QUE
vous	Pp	VOUS
voulez	Vvc	VOULOIR
nous	Pp	NOUS
le	Pp	IL
faire	Vvn	FAIRE
croire	Vvn	CROIRE
.	Fs	.
Excellente	Ag	EXCELLENT
tantôt	Nc	TANTÔT
,	Fw	,
cette	Dd	CE
plaisanterie	Nc	PLAISANTERIE
est	Vuc	ÊTRE
maintenant	Rg	MAINTENANT
très	Rg	TRÈS
déplacée	Ge	DÉPLACER
:	Fw	:
c'	Pd	CE
est	Vuc	ÊTRE
au	S+Da	À+LE
nom	Nc	NOM
de	S	DE
la	Da	LE
Justice	Nc	JUSTICE
qu'	Pr	QUE
on	Pp	ON
vous	Pp	VOUS
interroge	Vvc	INTERROGER
.	Fs	.
Répondez	Vvc	Répondez
donc	Rg	DONC
avec	S	AVEC
vérité	Nc	VÉRITÉ
,	Fw	,
fans	Nc	FAN
quoi	Pt	QUE|QUOI
...	Fs	...
Nommez	Vvc	NOMMER
-vous	Nc	-vous
,	Fw	,
Prince	Vvc	Prince
,	Fw	,
que	Pr	QUE
sert	Vvc	SERVIR
de	S	DE
vous	Pp	VOUS
exposer	Vvn	EXPOSER
plus	Rg	PLUS
longtemps	Rg	LONGTEMPS
aux	S+Da	À+LES
nobles	Ag	NOBLE
sarcasmes	Nc	SARCASME
de	S	DE
Madame	Nc	MADAME
la	Pp	IL
Présidente	Vvc	Présidente
.	Fs	.
Prince	Nc	PRINCE
!	Fs	!
lui	Pp	IL
dit-elle	Vvc	dit-elle
:	Fw	:
ces	Dd	CE
gens	Nc	GENS|GENT
-là	Vvc	-là
s'	Pp	SE
entendent	Vvc	ENTENDRE
comme	S	COMME
larron	Nc	LARRON
en	S	EN
foire	Nc	FOIRE
.	Fs	.
Les	Da	LE
choses	Nc	CHOSE
d'ailleurs	Ag	d'ailleurs
en	Pp	EN
sont	Vuc	ÊTRE
venues	Ge	VENIR
au	S+Da	À+LE
point	Rg	POINT
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
vous	Pp	VOUS
faire	Vvn	FAIRE
connaître	Vvn	CONNAÎTRE
.	Fs	.
Sans	S	SANS
doute	Nc	DOUTE
:	Fw	:
mais	Cc	MAIS
cependant	Rg	CEPENDANT
,	Fw	,
ne	Rp	NE
croyez	Vvc	CROIRE
pas	Rg	PAS
qu'	Cs	QUE
il	Pp	IL
dise	Vvc	DIRE
son	Ds	SON
nom	Nc	NOM
véritable	Ag	VÉRITABLE
.	Fs	.
Vous	Pp	VOUS
vous	Pp	VOUS
trompez	Vvc	TROMPER
,	Fw	,
Madame	Nc	MADAME
;	Fw	;
je	Pp	JE
le	Pp	IL
dirai	Vvc	DIRE
,	Fw	,
puisque	Cs	PUISQUE
Milady	Nc	MILADY
l'	Pp	IL
ordonne	Vvc	ORDONNER
.	Fs	.
Écrivez	Nc	Écrivez
:	Fw	:
le	Pp	IL
Prince	Vvc	Prince
Salvator	Nc	Salvator
.	Fs	.
Le	Pp	IL
Prince	Vvc	Prince
Salvator	Nc	Salvator
!	Fs	!
Excellent	Ag	EXCELLENT
!	Fs	!
Monsieur	Nc	MONSIEUR
le	Da	LE
Greffier	Nc	GREFFIER
,	Fw	,
excellent	Ag	EXCELLENT
!	Fs	!
Écrivez	Vvc	Écrivez
qu'	Cs	QUE
il	Pp	IL
prend	Vvc	PRENDRE
le	Da	LE
nom	Nc	NOM
d'	S	DE
un	Dn	UN
autre	Pi	AUTRE
:	Fw	:
il	Pp	IL
ne	Rp	NE
dit	Vvc	DIRE
pas	Rg	PAS
un	Dn	UN
mot	Nc	MOT
qui	Pr	QUI
ne	Rp	NE
fournisse	Vvc	FOURNIR
des	Dn	UN
preuves	Nc	PREUVE
contre	S	CONTRE
lui	Pp	IL
.	Fs	.
Ô	Vvc	Ô
le	Da	LE
bon	Ag	BON
interrogatoire	Nc	INTERROGATOIRE
!	Fs	!
Le	Da	LE
bon	Ag	BON
interrogatoire	Nc	INTERROGATOIRE
!	Fs	!
Oui	Rg	OUI
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
écrivez	Vvc	ÉCRIRE
que	Cs	QUE
je	Pp	JE
me	Pp	JE
nomme	Vvc	NOMMER
le	Da	LE
Prince	Ag	Prince
Salvator	Nc	Salvator
,	Fw	,
et	Cc	ET
ajoutez	Vvc	AJOUTER
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
en	Pp	EN
ai	Vuc	AVOIR
montré	Ge	MONTRER
la	Da	LE
preuve	Nc	PREUVE
.	Fs	.
Il	Pp	IL
ouvre	Vvc	OUVRER|OUVRIR
son	Ds	SON
habit	Nc	HABIT
,	Fw	,
et	Cc	ET
montre	Vvc	MONTRER
les	Da	LE
cordons	Nc	CORDON
de	S	DE
son	Ds	SON
Ordre	Nc	ORDRE
.	Fs	.
Ajoutez	Vvc	AJOUTER
qu'	Cs	QUE
il	Pp	IL
vous	Pp	VOUS
en	Pp	EN
a	Vuc	AVOIR
montré	Ge	MONTRER
la	Da	LE
preuve	Nc	PREUVE
.	Fs	.
En	S	EN
gros	Ag	GROS
caractères	Nc	CARACTÈRE
,	Fw	,
le	Pp	IL
Prince	Vvc	Prince
Salvator	Nc	Salvator
;	Fw	;
et	Cc	ET
plus	Rg	PLUS
bas	Ag	BAS
,	Fw	,
en	S	EN
lettres	Nc	LETTRE|LETTRÉ
majuscules	Ag	MAJUSCULE
,	Fw	,
César-Alexandre	Nc	César-Alexandre
Moron	Nc	Moron
,	Fw	,
son	Ds	SON
écuyer	Nc	ÉCUYER
.	Fs	.
Et	Cc	ET
son	Ds	SON
complice	Nc	COMPLICE
.	Fs	.
Mais	Cc	MAIS
il	Pp	IL
doit	Vvc	DEVOIR
en	S	EN
avoir	Vun	AVOIR
d'	S	DE
autres	Pi	AUTRE
;	Fw	;
et	Cc	ET
Monsieur	Ag	Monsieur
...	Fs	...
Montrant	Ga	MONTRER
Milord	Vvc	Milord
.	Fs	.
Sans	S	SANS
doute	Nc	DOUTE
est	Vuc	ÊTRE
du	Dp	DU
nombre	Nc	NOMBRE
,	Fw	,
puisqu'il	Cs	puisqu'il
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
craint	Vvc	CRAINDRE
de	S	DE
manger	Vvn	MANGER
avec	S	AVEC
lui	Pp	IL
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
Montrant	Ga	MONTRER
Milady	Nc	MILADY
.	Fs	.
Croit-elle	Vvc	Croit-elle
aussi	Rg	AUSSI
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
craindra	Vvc	CRAINDRE
point	Rg	POINT
de	S	DE
faire	Vvn	FAIRE
coucher	Vvn	COUCHER
son	Ds	SON
nom	Nc	NOM
sur	S	SUR
ce	Dd	CE
registre	Nc	REGISTRE
?	Fs	?
Et	Cc	ET
pourquoi	Rt	POURQUOI
mon	Ds	MON
oncle	Nc	ONCLE
refuserait-il	Vvc	refuserait-il
de	S	DE
dire	Vvn	DIRE
son	Ds	SON
nom	Nc	NOM
?	Fs	?
N'	Rp	NE
est-il	V	est-il
pas	Rg	PAS
assez	Rg	ASSEZ
connu	Ge	CONNAÎTRE
et	Cc	ET
assez	Rg	ASSEZ
noble	Ag	NOBLE
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
Broumton	Nc	Broumton
que	Pr	QUE
je	Pp	JE
me	Pp	JE
nomme	Vvc	NOMMER
.	Fs	.
'	Vvc	'
Eh	Nc	Eh
quoi	Pt	QUE|QUOI
!	Fs	!
Broumton	Nc	Broumton
tout	Rg	TOUT
court	Ag	COURT
!	Fs	!
Monsieur	Nc	MONSIEUR
n'	Rp	NE
est	Vuc	ÊTRE
il	Pp	IL
pas	Rg	PAS
aussi	Rg	AUSSI
souverain	Ag	SOUVERAIN
de	S	DE
quelque	Di	QUELQUE
contrée	Nc	CONTRÉE
?	Fs	?
Je	Pp	JE
le	Pp	IL
suis	Vuc	ÊTRE
de	S	DE
moi-même	Pp	LUI-MÊME
,	Fw	,
et	Cc	ET
voilà	S	VOILÀ
le	Da	LE
plus	Rg	PLUS
bel	Ag	BEAU
Empire	Nc	EMPIRE
.	Fs	.
Faites	Vvc	FAIRE
ajouter	Vvn	AJOUTER
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
voulez	Vvc	VOULOIR
,	Fw	,
Lord	Vvc	Lord
,	Fw	,
Duc	Nc	DUC
,	Fw	,
et	Cc	ET
Chevalier	Vvc	Chevalier
de	S	DE
l'	Da	LE
Ordre	Nc	ORDRE
de	S	DE
la	Da	LE
Jarretière	Nc	Jarretière
,	Fw	,
dont	Pr	DONT
voici	S	VOICI
la	Da	LE
marque	Nc	MARQUE
.	Fs	.
Il	Pp	IL
montres	Vvc	MONTRER
l'	Da	LE
Ordre	Nc	ORDRE
de	S	DE
la	Da	LE
Jarretière	Nc	Jarretière
.	Fs	.
Milord	Nc	MILORD
!	Fs	!
Duc	Nc	DUC
!	Fs	!
Milady	Nc	MILADY
!	Fs	!
Prince	Nc	PRINCE
!	Fs	!
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
Aux	S+Da	À+LES
Officiers	Nc	OFFICIER
de	S	DE
Justice	Nc	JUSTICE
.	Fs	.
En	Pp	EN
est	Vuc	ÊTRE
-ce	Vvc	-ce
assez	Rg	ASSEZ
pour	S	POUR
arrêter	Vvn	ARRÊTER
ces	Dd	CE
drôles	Nc	DRÔLE
?	Fs	?
Vous	Pp	VOUS
ne	Rp	NE
doutez	Vvc	DOUTER
pas	Rg	PAS
,	Fw	,
je	Pp	JE
pense	Vvc	PENSER
,	Fw	,
que	Cs	QUE
ces	Dd	CE
cordons	Nc	CORDON
et	Cc	ET
ces	Dd	CE
jarretières	Nc	JARRETIÈRE
,	Fw	,
ne	Rp	NE
soient	Vuc	ÊTRE
des	Dn	UN
vols	Nc	VOL
qu'	Pr	QUE
ils	Pp	ILS
aient	Vuc	AVOIR
faits	Ge	FAIRE
;	Fw	;
et	Cc	ET
que	Cs	QUE
les	Da	LE
titres	Nc	TITRE
de	S	DE
Milord	Nc	MILORD
et	Cc	ET
de	S	DE
Prince	Nc	PRINCE
,	Fw	,
ne	Rp	NE
soient	Vuc	ÊTRE
de	S	DE
faux	Ag	FAUX
titres	Nc	TITRE
qu'	Pr	QUE
ils	Pp	ILS
se	Pp	IL
donnent	Vvc	DONNER
?	Fs	?
Eh	I	EH
quoi	Pt	QUE|QUOI
!	Fs	!
Vous	Pp	VOUS
ne	Rp	NE
bougez	Vvc	BOUGER
pas	Rg	PAS
!	Fs	!
Vous	Pp	VOUS
ne	Rp	NE
leur	Pp	LEUR
mettez	Vvc	METTRE
pas	Rg	PAS
tout	Rg	TOUT
de	S	DE
suite	Nc	SUITE
les	Da	LE
fers	Nc	FER|FERS
aux	S+Da	À+LES
pieds	Nc	PIED
et	Cc	ET
eaux	Nc	EAU
mains	Nc	MAIN
?	Fs	?
Et	Cc	ET
lorsqu'	Cs	LORSQUE
une	Dn	UN
Présidente	Nc	Présidente
vous	Pp	VOUS
commande	Vvc	COMMANDER
...	Fs	...
Modérez	Vvc	Modérez
-vous	Nc	-vous
,	Fw	,
Madame	Nc	MADAME
la	Pp	IL
Présidente	Vvc	Présidente
,	Fw	,
modérez	Vvc	MODÉRER
-vous	Nc	-vous
.	Fs	.
La	Da	LE
Justice	Nc	JUSTICE
,	Fw	,
vous	Pp	VOUS
ne	Rp	NE
l'	Pp	IL
ignorez-pas	Vvc	ignorez-pas
,	Fw	,
doit	Vvc	DEVOIR
peser	Vvn	PESER
mûrement	Rg	MÛREMENT
les	Da	LE
choses	Nc	CHOSE
,	Fw	,
avant	S	AVANT
que	Cs	QUE
d'	S	DE
en	Pp	EN
venir	Vvn	VENIR
à	S	À
des	Dn	UN
voies	Nc	VOIE
de	S	DE
fait	Nc	FAIT
.	Fs	.
Pour	S	POUR
prouver	Vvn	PROUVER
que	Cs	QUE
ces	Dd	CE
Messieurs	Nc	MONSIEUR
sont	Vuc	ÊTRE
des	Dn	UN
malfaiteurs	Nc	MALFAITEUR
,	Fw	,
il	Pp	IL
n'	Rp	NE
y	Pp	Y
a	Vuc	AVOIR
que	Rg	QUE
votre	Ds	VOTRE
délation	Nc	DÉLATION
,	Fw	,
et	Cc	ET
elle	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
suffisante	Ag	SUFFISANT
;	Fw	;
vous	Pp	VOUS
savez	Vvc	SAVOIR
la	Da	LE
Loi	Nc	LOI
,	Fw	,
Madame	Nc	MADAME
;	Fw	;
testis	Nc	testis
