Cela	Pd	CELA
vous	Pp	VOUS
.	Fs	.
Ah	I	AH
!	Fs	!
Soyez	Vuc	ÊTRE
sûr	Ag	SÛR
de	S	DE
tout	Di	TOUT
mon	Ds	MON
cœur	Nc	cœur
,	Fw	,
il	Pp	IL
ne	Rp	NE
sera	Vuc	ÊTRE
jamais	Rg	JAMAIS
qu’à	Vvc	qu’à
vous	Pp	VOUS
;	Fw	;
je	Pp	JE
vous	Pp	VOUS
chérirai	Vvc	CHÉRIR
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
aimerai	Vvc	AIMER
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
adorerai	Vvc	ADORER
toute	Di	TOUT
ma	Ds	MON
vie	Nc	VIE
.	Fs	.
Et	Cc	ET
vous	Pp	VOUS
ne	Rp	NE
m’épouserez	Vvc	m’épouserez
point	Rg	POINT
?	Fs	?
Je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
point	Rg	POINT
de	S	DE
cela	Pd	CELA
.	Fs	.
Que	Cs	QUE
vous	Pp	VOUS
êtes	Vuc	ÊTRE
cruelle	Ag	CRUEL
!	Fs	!
Laissez	Vvc	LAISSER
-moi	Vvc	-moi
céder	Vvn	CÉDER
pour	S	POUR
un	Dn	UN
temps	Nc	TEMPS
à	S	À
notre	Ds	NOTRE
mauvaise	Ag	MAUVAIS
fortune	Nc	FORTUNE
,	Fw	,
pour	S	POUR
nous	Pp	NOUS
en	S	EN
assurer	Vvn	ASSURER
une	Dn	UN
meilleure	Nc	MEILLEUR
;	Fw	;
Nous	Vvc	Nous
sommes	Vuc	ÊTRE
jeunes	Ag	JEUNE
l’un	Vvc	l’un
et	Cc	ET
l’autre	Vvc	l’autre
,	Fw	,
votre	Ds	VOTRE
tante	Nc	TANTE
n’a	Vvc	n’a
que	Rg	QUE
très	Rg	TRÈS
peu	Rg	PEU
de	S	DE
temps	Nc	TEMPS
à	S	À
vivre	Vvn	VIVRE
.	Fs	.
Et	Cc	ET
vous	Pp	VOUS
croyez	Vvc	CROIRE
que	Cs	QUE
pour	S	POUR
vous	Pp	VOUS
avoir	Vun	AVOIR
j’aurai	Vvc	j’aurai
la	Da	LE
patience	Nc	PATIENCE
d’attendre	Nc	d’attendre
qu’elle	Vvc	qu’elle
meure	Ag	MÛR
?	Fs	?
Non	Rg	NON
pas	Rg	PAS
,	Fw	,
s’il	Nc	s’il
vous	Pp	VOUS
plaît	Vvc	PLAIRE
,	Fw	,
je	Pp	JE
veux	Vvc	VOULOIR
que	Cs	QUE
vous	Pp	VOUS
m’épousiez	Vvc	m’épousiez
la	Da	LE
première	Nc	PREMIER|PREMIÈRE
;	Fw	;
ma	Ds	MON
tante	Nc	TANTE
a	Vuc	AVOIR
déjà	Rg	DÉJÀ
été	Ge	ÊTRE
mariée	Ge	MARIER
,	Fw	,
c’est	Nc	c’est
à	S	À
elle	Pp	IL
d’attendre	Nc	d’attendre
.	Fs	.
Mais	Cc	MAIS
que	Cs	QUE
ferons-nous	Nc	ferons-nous
?	Fs	?
Que	Pt	QUE
devenir	Vvn	DEVENIR
?	Fs	?
Comment	Pt	COMMENT
vivre	Vvn	VIVRE
?	Fs	?
Nous	Pp	NOUS
nous	Pp	NOUS
aimerons	Vvc	AIMER
,	Fw	,
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
,	Fw	,
et	Cc	ET
je	Pp	JE
serai	Vuc	ÊTRE
contente	Ag	CONTENT
:	Fw	:
cela	Pd	CELA
ne	Rp	NE
nous	Pp	NOUS
suffira-t-il	Vvc	suffira-t-il
pas	Rg	PAS
comme	Cs	COMME
à	S	À
moi	Pp	JE
?	Fs	?
Charmante	Ga	CHARMER
Angélique	Ag	Angélique
,	Fw	,
adorable	Ag	ADORABLE
personne	Nc	PERSONNE
!	Fs	!
Ne	Rp	NE
me	Pp	JE
dites	Vvc	DIRE
point	Rg	POINT
tant	Rg	TANT
de	S	DE
douceurs	Nc	DOUCEUR
,	Fw	,
et	Cc	ET
aimez	Nc	AIMÉ
-moi	Vvc	-moi
davantage	Rg	DAVANTAGE
,	Fw	,
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
.	Fs	.
Ah	I	AH
te	Pp	TU
voilà	S	VOILÀ
,	Fw	,
ma	Ds	MON
chère	Ag	CHER
Lisette	Nc	LISETTE
!	Fs	!
Viens	Vvc	VENIR
m’aider	Vvn	m’aider
à	S	À
le	Pp	IL
rendre	Vvn	RENDRE
raisonnable	Ag	RAISONNABLE
:	Fw	:
il	Pp	IL
s’obstine	Vvc	s’obstine
à	S	À
vouloir	Vvn	VOULOIR
épouser	Vvn	ÉPOUSER
ma	Ds	MON
tante	Nc	TANTE
,	Fw	,
pour	S	POUR
faire	Vvn	FAIRE
fortune	Nc	FORTUNE
.	Fs	.
Hé	Vvc	Hé
bien	Rg	BIEN
,	Fw	,
mort	Nc	MORT
de	S	DE
ma	Ds	MON
vie	Nc	VIE
,	Fw	,
laissez	Vvc	LAISSER
le	Pp	IL
faire	Vvn	FAIRE
,	Fw	,
et	Cc	ET
épousez	Vvc	ÉPOUSER
quelqu’un	Pi	quelqu’un
qui	Pr	QUI
fasse	Vvc	FAIRE
la	Da	LE
vôtre	As#Ps	VÔTRE
.	Fs	.
Monsieur	Nc	MONSIEUR
Naquart	Nc	Naquart
est	Vuc	ÊTRE
plus	Rg	PLUS
riche	Ag	RICHE
que	Cs	QUE
votre	Ds	VOTRE
tante	Nc	TANTE
,	Fw	,
il	Pp	IL
ne	Rp	NE
tiendra	Vvc	TENIR
qu’à	Vvc	qu’à
vous	Pp	VOUS
de	S	DE
devenir	Vvn	DEVENIR
sa	Ds	SON
femme	Nc	FEMME
.	Fs	.
Elle	Pp	IL
épouserait	Vvc	ÉPOUSER
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
,	Fw	,
mon	Ds	MON
procureur	Nc	PROCUREUR
?	Fs	?
Pourquoi	Rt	POURQUOI
non	Rg	NON
?	Fs	?
Ce	Dd	CE
Procureur	Nc	PROCUREUR
-là	Vvc	-là
s’est	Nc	s’est
emparé	Ge	EMPARER
d’une	Nc	d’une
partie	Nc	PARTIE
de	S	DE
votre	Ds	VOTRE
bien	Nc	BIEN
,	Fw	,
il	Pp	IL
peut	Vvc	POUVOIR
bien	Rg	BIEN
s’emparer	Vvn	s’emparer
aussi	Rg	AUSSI
de	S	DE
votre	Ds	VOTRE
maîtresse	Nc	MAÎTRE|MAÎTRESSE
.	Fs	.
La	Da	LE
tante	Nc	TANTE
et	Cc	ET
lui	Pp	IL
sont	Vuc	ÊTRE
déjà	Rg	DÉJÀ
d’accord	Nc	d’accord
,	Fw	,
cela	Pd	CELA
ne	Rp	NE
dépend	Vvc	DÉPENDRE
plus	Rg	PLUS
que	Cs	QUE
de	S	DE
Mademoiselle	Nc	MONSIEUR
.	Fs	.
Oui	Rg	OUI
?	Fs	?
Oh	I	OH
bien	Rg	BIEN
,	Fw	,
bien	Rg	BIEN
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
épousez	Vvc	ÉPOUSER
ma	Ds	MON
tante	Nc	TANTE
,	Fw	,
vous	Pp	VOUS
n’avez	Vvc	n’avez
qu’à	Vvc	qu’à
le	Pp	IL
faire	Vvn	FAIRE
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
m’en	Ag	m’en
vengera	Vvc	VENGER
.	Fs	.
Vous	Pp	VOUS
consentiriez	Vvc	CONSENTIR
à	S	À
cette	Dd	CE
union	Nc	UNION
?	Fs	?
Ne	Rp	NE
faut-il	Vvc	faut-il
pas	Rg	PAS
céder	Vvn	CÉDER
à	S	À
la	Da	LE
mauvaise	Ag	MAUVAIS
fortune	Nc	FORTUNE
?	Fs	?
Nous	Pp	NOUS
sommes	Vuc	ÊTRE
jeunes	Ag	JEUNE
l’un	Vvc	l’un
et	Cc	ET
l’autre	Vvc	l’autre
,	Fw	,
et	Cc	ET
je	Pp	JE
serai	Vuc	ÊTRE
veuve	Nc	VEUF|VEUVE
aussitôt	Rg	AUSSITÔT
que	Cs	QUE
vous	Pp	VOUS
,	Fw	,
pour	S	POUR
le	Da	LE
moins	Nc	MOINS
.	Fs	.
Oh	I	OH
pour	S	POUR
cela	Pd	CELA
oui	Rg	OUI
,	Fw	,
j’en	Nc	j’en
réponds	Vvc	RÉPONDRE
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
verrais	Vvc	VOIR
entre	S	ENTRE
les	Da	LE
bras	Nc	BRAS
d’un	Nc	d’un
autre	Ag	AUTRE
?	Fs	?
Nous	Pp	NOUS
nous	Pp	NOUS
retrouverons	Vvc	RETROUVER
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
donne	Vvc	DONNER
rendez-vous	Nc	RENDEZ-VOUS
quand	Cs	QUAND
nous	Pp	NOUS
serons	Vuc	ÊTRE
tous	Di	TOUT
deux	Nc	DEUX
devenus	Ge	DEVENIR
riches	Ag	RICHE
.	Fs	.
Angélique	Nc	Angélique
,	Fw	,
vous	Pp	VOUS
me	Pp	JE
mettez	Vvc	METTRE
au	S+Da	À+LE
désespoir	Nc	DÉSESPOIR
.	Fs	.
C’est	Nc	C’est
vous	Pp	VOUS
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
qui	Pr	QUI
avez	Vuc	AVOIR
commencé	Ge	COMMENCER
à	S	À
m’y	Vvc	m’y
mettre	Vvn	METTRE
.	Fs	.
Conservez	Vvc	CONSERVER
-vous	Nc	-vous
toute	Rg	TOUTE
à	S	À
moi	Pp	JE
,	Fw	,
de	S	DE
grâce	Nc	GRÂCE
.	Fs	.
Conservez	Vvc	CONSERVER
-vous	Nc	-vous
à	S	À
moi	Pp	JE
vous	Pp	VOUS
-même	Vvc	-même
.	Fs	.
Mais	Cc	MAIS
voyez	Vvc	VOIR
un	Dn	UN
peu	Rg	PEU
pour	S	POUR
quoi	Pr	QUE|QUOI
je	Pp	JE
n’aurais	Vvc	n’aurais
pas	Rg	PAS
le	Da	LE
même	Ag	MÊME
privilège	Nc	PRIVILÈGE
que	Pr	QUE
lui	Pp	IL
!	Fs	!
Cela	Pd	CELA
est	Vuc	ÊTRE
admirable	Ag	ADMIRABLE
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
cela	Pd	CELA
soit	Vuc	ÊTRE
égal	Ag	ÉGAL
de	S	DE
part	Nc	PART
et	Cc	ET
d’autre	Nc	d’autre
,	Fw	,
il	Pp	IL
n’y	Vvc	n’y
a	S	À
rien	Pi	RIEN
de	S	DE
plus	Rg	PLUS
juste	Ag	JUSTE
.	Fs	.
Hé	Vvc	Hé
bien	Rg	BIEN
,	Fw	,
je	Pp	JE
n’épouserai	Vvc	n’épouserai
point	Rg	POINT
votre	Ds	VOTRE
tante	Nc	TANTE
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
proteste	Vvc	PROTESTER
.	Fs	.
Et	Cc	ET
si	Cs	SI
vous	Pp	VOUS
ne	Rp	NE
vous	Pp	VOUS
hâtez	Vvc	HÂTER
de	S	DE
m’épouser	Nc	m’épouser
,	Fw	,
moi	Pp	JE
j’épouserai	Vvc	j’épouserai
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
promets	Vvc	PROMETTRE
.	Fs	.
Je	Pp	JE
l’empêcherai	Vvc	l’empêcherai
bien	Rg	BIEN
.	Fs	.
Le	Da	LE
voici	I	VOICI
,	Fw	,
nous	Pp	NOUS
allons	Vvc	ALLER
voir	Vvn	VOIR
...	Fs	...
Ah	Vvc	Ah
,	Fw	,
qu’il	Nc	qu’il
est	Vuc	ÊTRE
vilain	Ag	VILAIN
,	Fw	,
ma	Ds	MON
pauvre	Ag	PAUVRE
Lisette	Nc	LISETTE
!	Fs	!
Ah	I	AH
!	Fs	!
C’est	Nc	C’est
vous	Pp	VOUS
que	Pr	QUE
je	Pp	JE
cherche	Vvc	CHERCHER
,	Fw	,
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
:	Fw	:
on	Pp	ON
vient	Vvc	VENIR
de	S	DE
me	Pp	JE
dire	Vvn	DIRE
que	Cs	QUE
vous	Pp	VOUS
étiez	Vuc	ÊTRE
arrivé	Ge	ARRIVER
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
ravi	Ge	RAVIR
de	S	DE
vous	Pp	VOUS
rencontrer	Vvn	RENCONTRER
aussi	Rg	AUSSI
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
pour	S	POUR
vous	Pp	VOUS
dire	Vvn	DIRE
...	Fs	...
Comme	Vvc	Comme
je	Pp	JE
suis	Vuc	ÊTRE
occupé	Ge	OCCUPER
à	S	À
une	Dn	UN
affaire	Nc	AFFAIRE|AFFAIRÉ
qui	Pr	QUI
vous	Pp	VOUS
regarde	Vvc	REGARDER
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
bien	Rg	BIEN
aise	Ag	AISE|AISÉ
de	S	DE
vous	Pp	VOUS
entretenir	Vvn	ENTRETENIR
quelques	Di	QUELQUE
moments	Nc	MOMENT
avant	S	AVANT
de	S	DE
la	Pp	IL
mettre	Vvn	METTRE
en	S	EN
état	Nc	ÉTAT
d’être	Ag	d’être
terminée	Ge	TERMINER
.	Fs	.
Avant	Rg	AVANT
de	S	DE
finir	Vvn	FINIR
cette	Dd	CE
affaire	Nc	AFFAIRE|AFFAIRÉ
comme	Cs	COMME
vous	Pp	VOUS
la	Pp	IL
proposez	Vvc	PROPOSER
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
vous	Pp	VOUS
trouviez	Vvc	TROUVER
les	Da	LE
moyens	Nc	MOYEN|MOYENS
de	S	DE
m’ôter	Vvn	m’ôter
la	Da	LE
vie	Nc	VIE
.	Fs	.
Cela	Pd	CELA
est	Vuc	ÊTRE
violent	Ag	VIOLENT
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
aussi	Rg	AUSSI
mêlée	Ge	MÊLER
dans	S	DANS
cette	Dd	CE
affaire	Nc	AFFAIRE|AFFAIRÉ
,	Fw	,
à	S	À
ce	Dd	CE
qu’on	Nc	qu’on
dit	Vvc	DIRE
,	Fw	,
moi	Pp	JE
,	Fw	,
Monsieur	Nc	MONSIEUR
?	Fs	?
Oui	Rg	OUI
,	Fw	,
Mademoiselle	Vvc	Mademoiselle
.	Fs	.
Oh	I	OH
bien	Rg	BIEN
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
ce	Pd	CE
ne	Rp	NE
sera	Vuc	ÊTRE
pas	Rg	PAS
de	S	DE
mon	Ds	MON
aveu	Nc	AVEU
qu’elle	Vvc	qu’elle
se	Pp	IL
fera	Vvc	FAIRE|FERRER
;	Fw	;
et	Cc	ET
à	S	À
moins	Rg	MOINS
que	Cs	QUE
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
n’ait	Vvc	n’ait
l’impertinence	Nc	l’impertinence
d’épouser	Nc	d’épouser
ma	Ds	MON
tante	Nc	TANTE
,	Fw	,
je	Pp	JE
ne	Rp	NE
ferai	Vvc	FAIRE|FERRER
pas	Rg	PAS
la	Da	LE
sottise	Nc	SOTTISE
de	S	DE
vous	Pp	VOUS
épouser	Vvn	ÉPOUSER
,	Fw	,
moi	Pp	JE
,	Fw	,
vous	Pp	VOUS
pouvez	Vvc	POUVOIR
comptez	Vvc	COMPTER
là-dessus	Rg	LÀ-DESSUS
.	Fs	.
Voilà	Vvc	Voilà
une	Dn	UN
déclaration	Nc	DÉCLARATION
fort	Rg	FORT
obligeante	Ga	OBLIGER
.	Fs	.
Elle	Pp	IL
devrait	Vvc	DEVOIR
me	Pp	JE
rebuter	Vvn	REBUTER
:	Fw	:
mais	Cc	MAIS
j’ai	Vvc	j’ai
fait	Ge	FAIRE
serment	Nc	SERMENT
de	S	DE
vous	Pp	VOUS
rendre	Vvn	RENDRE
heureuse	Ag	HEUREUX
,	Fw	,
et	Cc	ET
je	Pp	JE
veux	Vvc	VOULOIR
que	Cs	QUE
ce	Pd	CE
soit	Vuc	ÊTRE
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
lui-même	Pp	LUI-MÊME
qui	Pr	QUI
vous	Pp	VOUS
porte	Vvc	PORTER
à	S	À
faire	Vvn	FAIRE
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
souhaite	Vvc	SOUHAITER
.	Fs	.
Moi	Pp	JE
,	Fw	,
Monsieur	Nc	MONSIEUR
?	Fs	?
Oh	I	OH
,	Fw	,
pour	S	POUR
cela	Pd	CELA
,	Fw	,
je	Pp	JE
suivrai	Vvc	SUIVRE
son	Ds	SON
exemple	Nc	EXEMPLE
,	Fw	,
qu’il	Nc	qu’il
prenne	Vvc	PRENDRE
bien	Rg	BIEN
garde	Nc	GARDE
à	S	À
ce	Dd	CE
qu’il	Nc	qu’il
fera	Vvc	FAIRE|FERRER
.	Fs	.
Laissez	Vvc	LAISSER
-moi	Vvc	-moi
lui	Pp	IL
parler	Vvn	PARLER
,	Fw	,
et	Cc	ET
allez	Vvc	ALLER
nous	Pp	NOUS
attendre	Vvn	ATTENDRE
avec	S	AVEC
Lisette	Nc	LISETTE
chez	S	CHEZ
le	Da	LE
Tabellion	Nc	TABELLION
du	S+Da	DE+LE
Village	Nc	VILLAGE
;	Fw	;
vous	Pp	VOUS
y	Pp	Y
trouverez	Vvc	TROUVER
presque	Rg	PRESQUE
toute	Di	TOUT
votre	Ds	VOTRE
famille	Nc	FAMILLE
.	Fs	.
Si	Cs	SI
les	Da	LE
contrats	Nc	CONTRAT
que	Pr	QUE
je	Pp	JE
fais	Vvc	FAIRE
dresser	Vvn	DRESSER
vous	Pp	VOUS
conviennent	Vvc	CONVENIR
,	Fw	,
on	Pp	ON
les	Pp	ILS
signera	Vvc	SIGNER
,	Fw	,
sinon	Cs	SINON
...	Fs	...
Ils	Vvc	Ils
ne	Rp	NE
me	Pp	JE
conviendront	Vvc	CONVENIR
point	Rg	POINT
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
en	Pp	EN
réponds	Vvc	RÉPONDRE
.	Fs	.
On	Pp	ON
vous	Pp	VOUS
y	Pp	Y
fait	Vvc	FAIRE
des	Dn	UN
avantages	Nc	AVANTAGE
qui	Pr	QUI
vous	Pp	VOUS
feront	Vvc	FAIRE
peut-être	Rg	PEUT-ÊTRE
ouvrir	Vvn	OUVRIR
les	Da	LE
yeux	Nc	OEIL|YEUX
.	Fs	.
Plus	Rg	PLUS
je	Pp	JE
les	Pp	ILS
ouvrirai	Vvc	OUVRIR
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
et	Cc	ET
moins	Rg	MOINS
je	Pp	JE
voudrai	Vvc	VOULOIR
de	S	DE
vous	Pp	VOUS
,	Fw	,
j’en	Nc	j’en
suis	Vuc	ÊTRE
sûre	Ag	SÛR
.	Fs	.
On	Pp	ON
ne	Rp	NE
prétend	Vvc	PRÉTENDRE
pas	Rg	PAS
vous	Pp	VOUS
faire	Vvn	FAIRE
violence	Nc	VIOLENCE
,	Fw	,
ayez	Vuc	AVOIR
seulement	Rg	SEULEMENT
la	Da	LE
complaisance	Nc	COMPLAISANCE
de	S	DE
passer	Vvn	PASSER
chez	S	CHEZ
le	Da	LE
Tabellion	Nc	TABELLION
.	Fs	.
Je	Pp	JE
n’y	Vvc	n’y
veux	Vvc	VOULOIR
point	Rg	POINT
aller	Vvn	ALLER
sans	S	SANS
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
.	Fs	.
Hé	Vvc	Hé
,	Fw	,
pourquoi	Rt	POURQUOI
non	Rg	NON
?	Fs	?
Allons	Vvc	ALLER
,	Fw	,
venez	Vvc	VENIR
,	Fw	,
on	Pp	ON
ne	Rp	NE
vous	Pp	VOUS
fera	Vvc	FAIRE|FERRER
pas	Rg	PAS
signer	Vvn	SIGNER
par	S	PAR
force	Nc	FORCE|FORCÉ
.	Fs	.
Au	S+Da	À+LE
moins	Nc	MOINS
,	Fw	,
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
,	Fw	,
ne	Rp	NE
vous	Pp	VOUS
laissez	Vvc	LAISSER
pas	Rg	PAS
persuader	Vvn	PERSUADER
d’épouser	Nc	d’épouser
ma	Ds	MON
tante	Nc	TANTE
,	Fw	,
j’épouserais	Vvc	j’épouserais
Monsieur	Nc	MONSIEUR
par	S	PAR
dépit	Nc	DÉPIT
,	Fw	,
moi	Pp	JE
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
en	Pp	EN
avertis	Vvc	AVERTIR
.	Fs	.
Oh	I	OH
çà	Nc	çà
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
nous	Pp	NOUS
voici	S	VOICI
seuls	Ag	SEUL
,	Fw	,
parlez	Nc	PARLÉ
-moi	Vvc	-moi
sincèrement	Rg	SINCÈREMENT
.	Fs	.
Que	Pt	QUE
venez	Vvc	VENIR
-vous	Nc	-vous
faire	Vvn	FAIRE
ici	Rg	ICI
?	Fs	?
Chercher	Vvn	CHERCHER
un	Dn	UN
asile	Nc	ASILE
contre	S	CONTRE
la	Da	LE
misère	Nc	MISÈRE
où	Pr	OÙ
je	Pp	JE
prévois	Vvc	PRÉVOIR
que	Cs	QUE
le	Da	LE
mauvais	Ag	MAUVAIS
état	Nc	ÉTAT
de	S	DE
mes	Ds	MON
affaires	Nc	AFFAIRE|AFFAIRÉ
me	Pp	JE
va	Vvc	ALLER
réduire	Vvn	RÉDUIRE
.	Fs	.
Et	Cc	ET
cet	Dd	CE
asile	Nc	ASILE
est	Vuc	ÊTRE
la	Da	LE
maison	Nc	MAISON
de	S	DE
Madame	Nc	MADAME
la	Pp	IL
Greffière	Vvc	Greffière
que	Cs	QUE
vous	Pp	VOUS
venez	Vvc	VENIR
épouser	Vvn	ÉPOUSER
,	Fw	,
à	S	À
ce	Pd	CE
que	Pr	QUE
l’on	Nc	l’on
m’a	Vvc	m’a
dit	Ge	DIRE
?	Fs	?
On	Pp	ON
vous	Pp	VOUS
a	Vuc	AVOIR
dit	Ge	DIRE
vrai	Ag	VRAI
,	Fw	,
c’est	Nc	c’est
mon	Ds	MON
dessein	Nc	DESSEIN
.	Fs	.
Elle	Pp	IL
a	Vuc	AVOIR
des	Dn	UN
rentes	Nc	RENTE
,	Fw	,
des	S+Da	DE+LE|DE+LES
maisons	Nc	MAISON
,	Fw	,
vingt	Nc	VINGT
mille	Nc	MILLE
écus	Nc	ÉCU|ÉCUS
d’argent	Ag	d’argent
comptant	Ga	COMPTER
dont	Pr	DONT
je	Pp	JE
deviendrai	Vvc	DEVENIR
le	Da	LE
maître	Nc	MAÎTRE
,	Fw	,
je	Pp	JE
me	Pp	JE
mettrai	Vvc	METTRE
dans	S	DANS
les	Da	LE
affaires	Nc	AFFAIRE|AFFAIRÉ
.	Fs	.
Un	Dn	UN
homme	Nc	HOMME
de	S	DE
votre	Ds	VOTRE
qualité	Nc	QUALITÉ
dans	S	DANS
les	Da	LE
affaires	Nc	AFFAIRE|AFFAIRÉ
?	Fs	?
Pourquoi	Rt	POURQUOI
non	Rg	NON
?	Fs	?
Les	Da	LE
gens	Nc	GENS|GENT
d’affaires	Ag	d’affaires
achètent	Vvc	ACHETER
nos	Ds	NOTRE
terres	Nc	TERRE
,	Fw	,
ils	Pp	ILS
usurpent	Vvc	USURPER
nos	Ds	NOTRE
titres	Nc	TITRE
et	Cc	ET
nos	Ds	NOTRE
noms	Nc	NOM
même	Ag	MÊME
;	Fw	;
quel	Dt	QUEL
inconvénient	Nc	INCONVÉNIENT
de	S	DE
faire	Vvn	FAIRE
leur	Ds	LEUR
métier	Nc	MÉTIER
,	Fw	,
pou	Nc	POU
être	Vun	ÊTRE
quelque	Di	QUELQUE
jour	Nc	JOUR
en	S	EN
état	Nc	ÉTAT
de	S	DE
rentrer	Vvn	RENTRER
dans	S	DANS
nos	Ds	NOTRE
maisons	Nc	MAISON
et	Cc	ET
dans	S	DANS
nos	Ds	NOTRE
Charges	Nc	CHARGE|CHARGÉ
?	Fs	?
Je	Pp	JE
vous	Pp	VOUS
y	Pp	Y
ferai	Vvc	FAIRE|FERRER
rentrer	Vvn	RENTRER
d’une	Nc	d’une
autre	Ag	AUTRE
manière	Nc	MANIÈRE
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
voulez	Vvc	VOULOIR
suivre	Vvn	SUIVRE
mes	Ds	MON
conseils	Nc	CONSEIL
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Monsieur	Nc	MONSIEUR
Naquart	Nc	Naquart
,	Fw	,
ce	Pd	CE
sont	Vuc	ÊTRE
vos	Ds	VOTRE
conseils	Nc	CONSEIL
qui	Pr	QUI
m’ont	Vvc	m’ont
perdu	Ge	PERDRE
:	Fw	:
on	Pp	ON
me	Pp	JE
proposait	Vvc	PROPOSER
un	Dn	UN
accommodement	Nc	ACCOMMODEMENT
avantageux	Ag	AVANTAGEUX
,	Fw	,
vous	Pp	VOUS
m’avez	Vvc	m’avez
empêcher	Vvn	EMPÊCHER
de	S	DE
l’accepter	Nc	l’accepter
,	Fw	,
j’ai	Vvc	j’ai
perdu	Ge	PERDRE
mon	Ds	MON
procès	Nc	PROCÈS
.	Fs	.
Vous	Pp	VOUS
le	Pp	IL
deviez	Vvc	DEVOIR|DÉVIER
gagner	Vvn	GAGNER
tout	Di	TOUT
d’une	Nc	d’une
voix	Nc	VOIX
:	Fw	:
mais	Cc	MAIS
il	Pp	IL
ne	Rp	NE
se	Pp	IL
trouve	Vvc	TROUVER
que	Cs	QUE
de	S	DE
jeunes	Nc	JEUNE|JEÛNE
Juges	Vvc	JUGER
à	S	À
une	Dn	UN
audience	Nc	AUDIENCE
,	Fw	,
et	Cc	ET
nous	Pp	NOUS
plaidons	Vvc	PLAIDER
contre	S	CONTRE
une	Dn	UN
jolie	Ag	JOLI
femme	Nc	FEMME
,	Fw	,
le	Da	LE
moyen	Nc	MOYEN
d’avoir	Ag	d’avoir
raison	Nc	RAISON
!	Fs	!
Ces	Dd	CE
réflexions	Nc	RÉFLEXION
sont	Vuc	ÊTRE
aussi	Rg	AUSSI
tristes	Ag	TRISTE
qu’inutiles	Nc	qu’inutiles
,	Fw	,
il	Pp	IL
n’y	Vvc	n’y
a	Vuc	AVOIR
point	Rg	POINT
de	S	DE
retour	Nc	RETOUR
,	Fw	,
la	Da	LE
seule	Ag	SEUL
chose	Nc	CHOSE
qui	Pr	QUI
me	Pp	JE
reste	Vvc	RESTER
à	S	À
faire	Vvn	FAIRE
,	Fw	,
est	Vuc	ÊTRE
de	S	DE
chercher	Vvn	CHERCHER
les	Da	LE
moyens	Nc	MOYEN|MOYENS
de	S	DE
ne	Rp	NE
pas	Rg	PAS
vivre	Vvn	VIVRE
misérable	Ag	MISÉRABLE
.	Fs	.
Une	Dn	UN
riche	Ag	RICHE
veuve	Nc	VEUF|VEUVE
me	Pp	JE
tend	Vvc	TENDRE
les	Da	LE
bras	Nc	BRAS
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
m’y	Vvc	m’y
jeter	Vvn	JETER
sans	S	SANS
réflexion	Nc	RÉFLEXION
.	Fs	.
Mais	Cc	MAIS
vous	Pp	VOUS
êtes	Vuc	ÊTRE
